query,intent,entities
I want to change PIN,change_pin,{}
I want to change PIN,change_pin,{}
Order cheque book for my account,request_chequebook,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
How can I open an account?,open_account,{}
Show my account balance,check_balance,{}
Open a new salary account,open_account,{'account_type': 'salary'}
I want to withdraw 81939,withdraw_money,{'amount': '81939'}
Withdraw 92951 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '92951'}"
Find branch near Pune,branch_locator,{'location': 'Pune'}
Update my address to Jaipur,update_details,{'location': 'Jaipur'}
Tell me FD rates,interest_rate,{}
What is the savings interest rate?,interest_rate,{}
Convert 100 USD to INR,forex_inquiry,{}
"I lost my card, block it immediately",block_card,{}
Request a new chequebook,request_chequebook,{}
I want to dispute a transaction of 16962,dispute_transaction,{'amount': '16962'}
How to apply for a personal loan?,loan_inquiry,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Add a beneficiary named Rohan account 476862350,beneficiary_add,"{'account_number': '476862350', 'person': 'Rohan'}"
Tell me FD rates,interest_rate,{}
Pay my rent bill of ₹53054,pay_bill,"{'amount': '53054', 'bill_type': 'rent'}"
I want to dispute a transaction of 94019,dispute_transaction,{'amount': '94019'}
Remove beneficiary Tanvi,beneficiary_remove,{'person': 'Tanvi'}
Convert 100 USD to INR,forex_inquiry,{}
Delete payee Irfan,beneficiary_remove,{'person': 'Irfan'}
Open fixed deposit account,open_account,{}
What is the savings interest rate?,interest_rate,{}
Remove beneficiary Rohan,beneficiary_remove,{'person': 'Rohan'}
How do I complete KYC?,kyc_update,{}
Show account statement for 21/02/2024,statement_request,{'date': '21/02/2024'}
Tell me FD rates,interest_rate,{}
I want to dispute a transaction of ₹81901,dispute_transaction,{'amount': '81901'}
Create standing instruction for EMI,standing_instruction,{}
Bye,goodbye,{}
What is my account balance as on 23/05/2023,check_balance,{'date': '23/05/2023'}
Deactivate my credit card now,block_card,{}
Open fixed deposit account,open_account,{}
Show account statement for 01/05/2025,statement_request,{'date': '01/05/2025'}
Transfer 95611 on 21/04/2023 to account 454824084,transfer_money,"{'account_number': '454824084', 'amount': '95611', 'date': '21/04/2023'}"
Change my debit card PIN,change_pin,{}
Close my rd account,close_account,{'account_type': 'rd'}
What is the savings interest rate?,interest_rate,{}
How to apply for a personal loan?,loan_inquiry,{}
What is my account balance as on 19/10/2023,check_balance,{'date': '19/10/2023'}
Tell me FD rates,interest_rate,{}
Deactivate my credit card now,block_card,{}
Set up a standing instruction to pay rent of 36089 monthly,standing_instruction,{'amount': '36089'}
Close my checking account,close_account,{'account_type': 'checking'}
Request a new chequebook,request_chequebook,{}
Show my recent card transactions,card_inquiry,{}
How can I open an account?,open_account,{}
Change my debit card PIN,change_pin,{}
Set up a standing instruction to pay rent of 48369 monthly,standing_instruction,{'amount': '48369'}
Remove beneficiary Simran,beneficiary_remove,{'person': 'Simran'}
Show my account balance,check_balance,{}
Delete payee Ravi,beneficiary_remove,{'person': 'Ravi'}
What is today's forex rate for USD?,forex_inquiry,{}
Deposit salary of ₹41583,deposit_money,{'amount': '41583'}
How do I get cashback on my card?,cashback_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Request a new chequebook,request_chequebook,{}
Withdraw ₹98111 from my savings account,withdraw_money,"{'account_type': 'savings', 'amount': '98111'}"
Change my phone number,update_details,{}
Tell me FD rates,interest_rate,{}
Find branch near Hyderabad,branch_locator,{'location': 'Hyderabad'}
Deposit ₹83605 into my joint account,deposit_money,"{'account_type': 'joint', 'amount': '83605'}"
Send me last 6 months statement,statement_request,{}
When is my EMI due?,loan_inquiry,{}
Card not working,card_inquiry,{}
Tell me my savings balance,check_balance,{}
Deposit ₹51147 to account 166734578,deposit_money,"{'account_number': '166734578', 'amount': '51147'}"
Order cheque book for my account,request_chequebook,{}
Close my checking account,close_account,{'account_type': 'checking'}
Pay subscription bill 45106 on 21/05/2025,pay_bill,"{'amount': '45106', 'date': '21/05/2025', 'bill_type': 'subscription'}"
Locate branch in Andheri,branch_locator,{'location': 'Andheri'}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
End chat,goodbye,{}
Open a new nri account,open_account,{'account_type': 'nri'}
I want to withdraw 95352,withdraw_money,{'amount': '95352'}
I want to change PIN,change_pin,{}
I want to dispute a transaction of 89833,dispute_transaction,{'amount': '89833'}
Tell me my savings balance,check_balance,{}
Delete payee Maya,beneficiary_remove,{'person': 'Maya'}
How can I open an account?,open_account,{}
How to apply for a personal loan?,loan_inquiry,{}
Set up a standing instruction to pay rent of 83327 monthly,standing_instruction,{'amount': '83327'}
Change my phone number,update_details,{}
How do I complete KYC?,kyc_update,{}
Withdraw ₹77768 from my checking account,withdraw_money,"{'account_type': 'checking', 'amount': '77768'}"
Set up a standing instruction to pay rent of ₹34258 monthly,standing_instruction,{'amount': '34258'}
Show my recent card transactions,card_inquiry,{}
Pay ₹56676 for gas,pay_bill,"{'amount': '56676', 'bill_type': 'gas'}"
Show account statement for 05/12/2024,statement_request,{'date': '05/12/2024'}
How do I complete KYC?,kyc_update,{}
Check cashback offers,cashback_inquiry,{}
Show account statement for 28/07/2024,statement_request,{'date': '28/07/2024'}
"I lost my card, block it immediately",block_card,{}
Close my nri account,close_account,{'account_type': 'nri'}
"Forgot PIN, how to reset?",pin_reset,{}
Deposit 34864 to account 769015091,deposit_money,"{'account_number': '769015091', 'amount': '34864'}"
There is an unauthorized transaction on my account,dispute_transaction,{}
I want to withdraw 31408,withdraw_money,{'amount': '31408'}
Show my recent card transactions,card_inquiry,{}
Send me last 6 months statement,statement_request,{}
Send me last 6 months statement,statement_request,{}
Reset my ATM PIN,pin_reset,{}
Delete payee Sneha,beneficiary_remove,{'person': 'Sneha'}
How do I complete KYC?,kyc_update,{}
Card not working,card_inquiry,{}
Deposit 53957 into my savings account,deposit_money,"{'account_type': 'savings', 'amount': '53957'}"
Check my debit card limit,card_inquiry,{}
Stop cheque number 565776,stop_cheque,{'cheque_number': '565776'}
Change my debit card PIN,change_pin,{}
Create standing instruction for EMI,standing_instruction,{}
Pay my gas bill of 33912,pay_bill,"{'amount': '33912', 'bill_type': 'gas'}"
Create standing instruction for EMI,standing_instruction,{}
Close my nri account,close_account,{'account_type': 'nri'}
I want to dispute a transaction of 21279,dispute_transaction,{'amount': '21279'}
I want to withdraw 39879,withdraw_money,{'amount': '39879'}
See you later,goodbye,{}
Change my debit card PIN,change_pin,{}
What is today's forex rate for USD?,forex_inquiry,{}
Close fixed deposit account,close_account,{}
Send me last 6 months statement,statement_request,{}
Where is the nearest branch?,branch_locator,{}
I need my bank statement,statement_request,{}
Deposit 79439 to account 851079250,deposit_money,"{'account_number': '851079250', 'amount': '79439'}"
I want to withdraw 71860,withdraw_money,{'amount': '71860'}
Show my account balance,check_balance,{}
Show balance of account 539119879,check_balance,{'account_number': '539119879'}
Change my phone number,update_details,{}
Deposit ₹51485 into my savings account,deposit_money,"{'account_type': 'savings', 'amount': '51485'}"
Send 72113 to Neha today,transfer_money,"{'amount': '72113', 'person': 'Neha'}"
Update my KYC documents,kyc_update,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
How to apply for a personal loan?,loan_inquiry,{}
I want to dispute a transaction of ₹64802,dispute_transaction,{'amount': '64802'}
Remove beneficiary Sahil,beneficiary_remove,{'person': 'Sahil'}
I want to change PIN,change_pin,{}
Show me branch hours for Hyderabad,branch_locator,{'location': 'Hyderabad'}
Pay 75442 for electricity,pay_bill,"{'amount': '75442', 'bill_type': 'electricity'}"
Request a new chequebook,request_chequebook,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
When is my EMI due?,loan_inquiry,{}
Change my debit card PIN,change_pin,{}
See you later,goodbye,{}
Close fixed deposit account,close_account,{}
Tell me FD rates,interest_rate,{}
Check cashback offers,cashback_inquiry,{}
Set up a standing instruction to pay rent of 43528 monthly,standing_instruction,{'amount': '43528'}
Deactivate my credit card now,block_card,{}
Deposit ₹64250 into my rd account,deposit_money,"{'account_type': 'rd', 'amount': '64250'}"
Set up a standing instruction to pay rent of 52014 monthly,standing_instruction,{'amount': '52014'}
Where is the nearest branch?,branch_locator,{}
Tell me about my credit card status,card_inquiry,{}
Show account statement for 22/05/2026,statement_request,{'date': '22/05/2026'}
Tell me FD rates,interest_rate,{}
Change my debit card PIN,change_pin,{}
Update my address to Andheri,update_details,{'location': 'Andheri'}
Add payee Anita account 626716507,beneficiary_add,"{'account_number': '626716507', 'person': 'Anita'}"
"Forgot PIN, how to reset?",pin_reset,{}
Update email id,update_details,{}
Check cashback offers,cashback_inquiry,{}
Withdraw 16581 from my checking account,withdraw_money,"{'account_type': 'checking', 'amount': '16581'}"
When is my EMI due?,loan_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
How can I open an account?,open_account,{}
Delete payee Maya,beneficiary_remove,{'person': 'Maya'}
Show me branch hours for Andheri,branch_locator,{'location': 'Andheri'}
Add payee Deepa account 755143973,beneficiary_add,"{'account_number': '755143973', 'person': 'Deepa'}"
Check cashback offers,cashback_inquiry,{}
Update email id,update_details,{}
Locate branch in Jaipur,branch_locator,{'location': 'Jaipur'}
Change my phone number,update_details,{}
Show my recent card transactions,card_inquiry,{}
Show my recent card transactions,card_inquiry,{}
What is the savings interest rate?,interest_rate,{}
Transfer 96631 to account 481837565,transfer_money,"{'account_number': '481837565', 'amount': '96631'}"
When is my EMI due?,loan_inquiry,{}
Bye,goodbye,{}
Request a new chequebook,request_chequebook,{}
Deposit 94694 to account 949183156,deposit_money,"{'account_number': '949183156', 'amount': '94694'}"
Block card ending with 3901,block_card,{'card_number': '3901'}
Find branch near Delhi,branch_locator,{'location': 'Delhi'}
Order cheque book for my account,request_chequebook,{}
Delete payee Meena,beneficiary_remove,{'person': 'Meena'}
Pay 12020 for credit_card,pay_bill,"{'amount': '12020', 'bill_type': 'credit_card'}"
I want to change PIN,change_pin,{}
Deactivate my credit card now,block_card,{}
Tell me about my credit card status,card_inquiry,{}
Send me last 6 months statement,statement_request,{}
How do I get cashback on my card?,cashback_inquiry,{}
What's the weather today?,out_of_scope,{}
I want to dispute a transaction of ₹66679,dispute_transaction,{'amount': '66679'}
Change my debit card PIN,change_pin,{}
How do I complete KYC?,kyc_update,{}
Check my debit card limit,card_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
I want to change PIN,change_pin,{}
Add a beneficiary named Karan account 54518960,beneficiary_add,"{'account_number': '54518960', 'person': 'Karan'}"
Tell me FD rates,interest_rate,{}
Tell me FD rates,interest_rate,{}
Show me branch hours for Kolkata,branch_locator,{'location': 'Kolkata'}
Pay rent bill 48499 on 08/04/2026,pay_bill,"{'amount': '48499', 'date': '08/04/2026', 'bill_type': 'rent'}"
Remove beneficiary Kabir,beneficiary_remove,{'person': 'Kabir'}
There is an unauthorized transaction on my account,dispute_transaction,{}
Request a new chequebook,request_chequebook,{}
Change my phone number,update_details,{}
Remove beneficiary Simran,beneficiary_remove,{'person': 'Simran'}
Show me branch hours for Chennai,branch_locator,{'location': 'Chennai'}
End chat,goodbye,{}
I need my bank statement,statement_request,{}
Show me branch hours for Jaipur,branch_locator,{'location': 'Jaipur'}
Change my phone number,update_details,{}
Update my KYC documents,kyc_update,{}
How to apply for a personal loan?,loan_inquiry,{}
Open a new savings account,open_account,{'account_type': 'savings'}
Request a new chequebook,request_chequebook,{}
Check cashback offers,cashback_inquiry,{}
Pay my water bill of 25092,pay_bill,"{'amount': '25092', 'bill_type': 'water'}"
Deposit salary of ₹51763,deposit_money,{'amount': '51763'}
Deposit 66086 to account 474497943,deposit_money,"{'account_number': '474497943', 'amount': '66086'}"
Change my debit card PIN,change_pin,{}
Update my KYC documents,kyc_update,{}
Create standing instruction for EMI,standing_instruction,{}
